Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"ART","decreto_lei_3689_19411003, Art. 465.",3727,3730,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da reunião e das sessões do Tribunal do Júri (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 465. Os nomes dos suplentes serão consignados em ata, remetendo-se o expediente de convocação, com observância do disposto nos arts. 434 e 435 deste Código. (Artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art465
"ART","decreto_lei_3689_19411003, Art. 466.",3731,3738,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da reunião e das sessões do Tribunal do Júri (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 466. Antes do sorteio dos membros do Conselho de Sentença, o juiz presidente esclarecerá sobre os impedimentos, a suspeição e as incompatibilidades constantes dos arts. 448 e 449 deste Código. (“Caput” do artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) § 1º O juiz presidente também advertirá os jurados de que, uma vez sorteados, não poderão comunicar-se entre si e com outrem, nem manifestar sua opinião sobre o processo, sob pena de exclusão do Conselho e multa, na forma do § 2º do art. 436 deste Código. (Parágrafo acrescido pela Lei nº 263, de 23.2.1948, e com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) § 2º A incomunicabilidade será certificada nos autos pelo oficial de justiça. (Primitivo parágrafo único transformado em § 2º pela Lei nº 263, de 23.2.1948, e com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art466
"ART","decreto_lei_3689_19411003, Art. 467.",3739,3742,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da reunião e das sessões do Tribunal do Júri (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 467. Verificando que se encontram na urna as cédulas relativas aos jurados presentes, o juiz presidente sorteará 7 (sete) dentre eles para a formação do Conselho de Sentença. (Artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art467
"ART","decreto_lei_3689_19411003, Art. 468.",3743,3748,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da reunião e das sessões do Tribunal do Júri (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 468. À medida que as cédulas forem sendo retiradas da urna, o juiz presidente as lerá, e a defesa e, depois dela, o Ministério Público poderão recusar os jurados sorteados, até 3 (três) cada parte, sem motivar a recusa. (“Caput” do artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) Parágrafo único. O jurado recusado imotivadamente por qualquer das partes será excluído daquela sessão de instrução e julgamento, prosseguindo-se o sorteio para a composição do Conselho de Sentença com os jurados remanescentes. (Parágrafo único acrescido pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art468
"ART","decreto_lei_3689_19411003, Art. 469.",3749,3756,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da reunião e das sessões do Tribunal do Júri (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 469. Se forem 2 (dois) ou mais os acusados, as recusas poderão ser feitas por um só defensor. (“Caput” do artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) § 1º A separação dos julgamentos somente ocorrerá se, em razão das recusas, não for obtido o número mínimo de 7 (sete) jurados para compor o Conselho de Sentença. (Parágrafo acrescido pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) § 2º Determinada a separação dos julgamentos, será julgado em primeiro lugar o acusado a quem foi atribuída a autoria do fato ou, em caso de co-autoria, aplicar-se-á o critério de preferência disposto no art. 429 deste Código. (Parágrafo acrescido pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art469
"ART","decreto_lei_3689_19411003, Art. 470.",3757,3760,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da reunião e das sessões do Tribunal do Júri (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 470. Desacolhida a argüição de impedimento, de suspeição ou de incompatibilidade contra o juiz presidente do Tribunal do Júri, órgão do Ministério Público, jurado ou qualquer funcionário, o julgamento não será suspenso, devendo, entretanto, constar da ata o seu fundamento e a decisão. (Artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art470
"ART","decreto_lei_3689_19411003, Art. 471.",3761,3764,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da reunião e das sessões do Tribunal do Júri (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 471. Se, em conseqüência do impedimento, suspeição, incompatibilidade, dispensa ou recusa, não houver número para a formação do Conselho, o julgamento será adiado para o primeiro dia desimpedido, após sorteados os suplentes, com observância do disposto no art. 464 deste Código. (Artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art471
"ART","decreto_lei_3689_19411003, Art. 472.",3765,3770,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da reunião e das sessões do Tribunal do Júri (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 472. Formado o Conselho de Sentença, o presidente, levantando-se, e, com ele, todos os presentes, fará aos jurados a seguinte exortação: Em nome da lei, concito-vos a examinar esta causa com imparcialidade e a proferir a vossa decisão de acordo com a vossa consciência e os ditames da justiça. Os jurados, nominalmente chamados pelo presidente, responderão: Assim o prometo. (“Caput” do artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) Parágrafo único. O jurado, em seguida, receberá cópias da pronúncia ou, se for o caso, das decisões posteriores que julgaram admissível a acusação e do relatório do processo. (Parágrafo único acrescido pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art472
"ART","decreto_lei_3689_19411003, Art. 473.",3773,3782,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da Instrução em Plenário (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 473. Prestado o compromisso pelos jurados, será iniciada a instrução plenária quando o juiz presidente, o Ministério Público, o assistente, o querelante e o defensor do acusado tomarão, sucessiva e diretamente, as declarações do ofendido, se possível, e inquirirão as testemunhas arroladas pela acusação. (“Caput” do artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) § 1º Para a inquirição das testemunhas arroladas pela defesa, o defensor do acusado formulará as perguntas antes do Ministério Público e do assistente, mantidos no mais a ordem e os critérios estabelecidos neste artigo. (Parágrafo acrescido pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) § 2º Os jurados poderão formular perguntas ao ofendido e às testemunhas, por intermédio do juiz presidente. (Parágrafo acrescido pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) § 3º As partes e os jurados poderão requerer acareações, reconhecimento de pessoas e coisas e esclarecimento dos peritos, bem como a leitura de peças que se refiram, exclusivamente, às provas colhidas por carta precatória e às provas cautelares, antecipadas ou não repetíveis. (Parágrafo acrescido pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art473
"ART","decreto_lei_3689_19411003, Art. 474.",3783,3792,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da Instrução em Plenário (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 474. A seguir será o acusado interrogado, se estiver presente, na forma estabelecida no Capítulo III do Título VII do Livro I deste Código, com as alterações introduzidas nesta Seção. (“Caput” do artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) § 1º O Ministério Público, o assistente, o querelante e o defensor, nessa ordem, poderão formular, diretamente, perguntas ao acusado. (Parágrafo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) § 2º Os jurados formularão perguntas por intermédio do juiz presidente. (Parágrafo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) § 3º Não se permitirá o uso de algemas no acusado durante o período em que permanecer no plenário do júri, salvo se absolutamente necessário à ordem dos trabalhos, à segurança das testemunhas ou à garantia da integridade física dos presentes. (Parágrafo acrescido pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art474
"ART","decreto_lei_3689_19411003, Art. 474-A.",3793,3800,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da Instrução em Plenário (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 474-A. Durante a instrução em plenário, todas as partes e demais sujeitos processuais presentes no ato deverão respeitar a dignidade da vítima, sob pena de responsabilização civil, penal e administrativa, cabendo ao juiz presidente garantir o cumprimento do disposto neste artigo, vedadas: I – a manifestação sobre circunstâncias ou elementos alheios aos fatos objeto de apuração nos autos; II – a utilização de linguagem, de informações ou de material que ofendam a dignidade da vítima ou de testemunhas. (Artigo acrescido pela Lei nº 14.245, de 22.11.2021)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art474-1
"ART","decreto_lei_3689_19411003, Art. 475.",3801,3806,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Da Instrução em Plenário (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 475. O registro dos depoimentos e do interrogatório será feito pelos meios ou recursos de gravação magnética, eletrônica, estenotipia ou técnica similar, destinada a obter maior fidelidade e celeridade na colheita da prova. (“Caput” do artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) Parágrafo único. A transcrição do registro, após feita a degravação, constará dos autos. (Parágrafo único acrescido pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art475
"ART","decreto_lei_3689_19411003, Art. 476.",3809,3820,"[ Código de Processo Penal. | DOS PROCESSOS EM ESPÉCIE | DO PROCESSO COMUM | DO PROCEDIMENTO RELATIVO AOS PROCESSOS DA COMPETÊNCIA DO TRIBUNAL DO JÚRI (Denominação do capítulo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | Dos Debates (Seção acrescida pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) | ] Art. 476. Encerrada a instrução, será concedida a palavra ao Ministério Público, que fará a acusação, nos limites da pronúncia ou das decisões posteriores que julgaram admissível a acusação, sustentando, se for o caso, a existência de circunstância agravante. (“Caput” do artigo com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) § 1º O assistente falará depois do Ministério Público. (Parágrafo único transformado em § 1º e com redação dada pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) § 2º Tratando-se de ação penal de iniciativa privada, falará em primeiro lugar o querelante e, em seguida, o Ministério Público, salvo se este houver retomado a titularidade da ação, na forma do art. 29 deste Código. (Parágrafo acrescido pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) § 3º Finda a acusação, terá a palavra a defesa. (Parágrafo acrescido pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação) § 4º A acusação poderá replicar e a defesa treplicar, sendo admitida a reinquirição de testemunha já ouvida em plenário. (Parágrafo acrescido pela Lei nº 11.689, de 9.6.2008, publicada no DOU de 10.6.2008, em vigor 60 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art476
