Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"ALI","lei_4117_19620827, Art. 6º, caput, Alínea c",40,41,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 6º Quanto aos fins a que se destinam, as telecomunicações assim se classificam: ] c) serviço limitado, executado por estações não abertas à correspondência pública e destinada ao uso de pessoas físicas ou jurídicas nacionais. Constituem serviço limitado entre outros:",urn:lex:br:federal:lei:1962-08-27;4117!art6_cpt_ali3
"ALI","lei_4117_19620827, Art. 6º, caput, Alínea a",42,43,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 6º Quanto aos fins a que se destinam, as telecomunicações assim se classificam: ] a) o de segurança, regularidade, orientação e administração dos transportes em geral;",urn:lex:br:federal:lei:1962-08-27;4117!art6_cpt_ali1
"ALI","lei_4117_19620827, Art. 6º, caput, Alínea b",44,45,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 6º Quanto aos fins a que se destinam, as telecomunicações assim se classificam: ] b) o de múltiplos destinos;",urn:lex:br:federal:lei:1962-08-27;4117!art6_cpt_ali2
"ALI","lei_4117_19620827, Art. 6º, caput, Alínea c",46,47,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 6º Quanto aos fins a que se destinam, as telecomunicações assim se classificam: ] c) o serviço rural;",urn:lex:br:federal:lei:1962-08-27;4117!art6_cpt_ali3
"ALI","lei_4117_19620827, Art. 6º, caput, Alínea d",48,49,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 6º Quanto aos fins a que se destinam, as telecomunicações assim se classificam: ] d) o serviço privado;",urn:lex:br:federal:lei:1962-08-27;4117!art6_cpt_ali4
"ALI","lei_4117_19620827, Art. 6º, caput, Alínea d",50,51,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 6º Quanto aos fins a que se destinam, as telecomunicações assim se classificam: ] d) serviço de radiodifusão, destinado a ser recebido direta e livremente pelo público em geral, compreendendo radiodifusão sonora e televisão;",urn:lex:br:federal:lei:1962-08-27;4117!art6_cpt_ali4
"ALI","lei_4117_19620827, Art. 6º, caput, Alínea e",52,53,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 6º Quanto aos fins a que se destinam, as telecomunicações assim se classificam: ] e) serviço de rádio-amador, destinado a treinamento próprio, intercomunicação e investigações técnicas levadas a efeito por amadores, devidamente autorizados, interessados na radiotécnica unicamente a título pessoal a que não visem a qualquer objetivo pecuniário ou comercial;",urn:lex:br:federal:lei:1962-08-27;4117!art6_cpt_ali5
"ALI","lei_4117_19620827, Art. 6º, caput, Alínea f",54,55,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 6º Quanto aos fins a que se destinam, as telecomunicações assim se classificam: ] f) serviço especial, relativo a determinados serviços de interesse geral, não abertos à correspondência pública e não incluídos nas definições das alíneas anteriores entre os quais:",urn:lex:br:federal:lei:1962-08-27;4117!art6_cpt_ali6
"ALI","lei_4117_19620827, Art. 6º, caput, Alínea a",56,57,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 6º Quanto aos fins a que se destinam, as telecomunicações assim se classificam: ] a) o de sinais horários;",urn:lex:br:federal:lei:1962-08-27;4117!art6_cpt_ali1
"ALI","lei_4117_19620827, Art. 6º, caput, Alínea b",58,59,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 6º Quanto aos fins a que se destinam, as telecomunicações assim se classificam: ] b) o de freqüência padrão;",urn:lex:br:federal:lei:1962-08-27;4117!art6_cpt_ali2
"ALI","lei_4117_19620827, Art. 6º, caput, Alínea c",60,61,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 6º Quanto aos fins a que se destinam, as telecomunicações assim se classificam: ] c) o de boletins meteorológicos;",urn:lex:br:federal:lei:1962-08-27;4117!art6_cpt_ali3
"ALI","lei_4117_19620827, Art. 6º, caput, Alínea d",62,63,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 6º Quanto aos fins a que se destinam, as telecomunicações assim se classificam: ] d) o que se destine a fins científicos ou experimentais;",urn:lex:br:federal:lei:1962-08-27;4117!art6_cpt_ali4
"ALI","lei_4117_19620827, Art. 6º, caput, Alínea e",64,65,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 6º Quanto aos fins a que se destinam, as telecomunicações assim se classificam: ] e) o de música funcional;",urn:lex:br:federal:lei:1962-08-27;4117!art6_cpt_ali5
"ALI","lei_4117_19620827, Art. 6º, caput, Alínea f",66,67,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 6º Quanto aos fins a que se destinam, as telecomunicações assim se classificam: ] f) o de radiodeterminação.",urn:lex:br:federal:lei:1962-08-27;4117!art6_cpt_ali6
"ALI","lei_4117_19620827, Art. 10., caput, Inciso I, Alínea a",105,106,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 10. Compete privativamente à União: I – manter e explorar diretamente: ] a) os serviços dos troncos que integram o Sistema Nacional de Telecomunicações, inclusive suas conexões internacionais; (Expressão “dos troncos” vetada pelo Presidente da República e mantida pelo Congresso Nacional, em 17.12.1962)",urn:lex:br:federal:lei:1962-08-27;4117!art10_cpt_inc1_ali1
"ALI","lei_4117_19620827, Art. 10., caput, Inciso I, Alínea b",107,108,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 10. Compete privativamente à União: I – manter e explorar diretamente: ] b) os serviços públicos de telégrafos, de telefones interestaduais e de radiocomunicações, ressalvadas as exceções constantes desta lei, inclusive quanto aos de radiodifusão e ao serviço internacional;",urn:lex:br:federal:lei:1962-08-27;4117!art10_cpt_inc1_ali2
"ALI","lei_4117_19620827, Art. 15., caput, Alínea a",134,135,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 15. O Conselho Nacional de Telecomunicações terá um Presidente de livre nomeação do Presidente da República e será constituído: ] a) do Diretor do Departamento dos Correios e Telégrafos em exercício no referido cargo, o qual pode ser representado por pessoa escolhida entre os membros de seu Gabinete ou Diretores de sua repartição; (Expressão “pessoa escolhida entre os membros de seu Gabinete ou” vetada pelo Presidente da República e mantida pelo Congresso Nacional, em 17.12.1962)",urn:lex:br:federal:lei:1962-08-27;4117!art15_cpt_ali1
"ALI","lei_4117_19620827, Art. 15., caput, Alínea b",136,137,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 15. O Conselho Nacional de Telecomunicações terá um Presidente de livre nomeação do Presidente da República e será constituído: ] b) de 3 (três) membros indicados, respectivamente, pelos Ministros da Guerra, Marinha e Aeronáutica;",urn:lex:br:federal:lei:1962-08-27;4117!art15_cpt_ali2
"ALI","lei_4117_19620827, Art. 15., caput, Alínea c",138,139,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 15. O Conselho Nacional de Telecomunicações terá um Presidente de livre nomeação do Presidente da República e será constituído: ] c) de 1 (um) membro indicado pelo Chefe do Estado Maior das Forças Armadas;",urn:lex:br:federal:lei:1962-08-27;4117!art15_cpt_ali3
"ALI","lei_4117_19620827, Art. 15., caput, Alínea d",140,141,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 15. O Conselho Nacional de Telecomunicações terá um Presidente de livre nomeação do Presidente da República e será constituído: ] d) de 4 (quatro) membros indicados, respectivamente pelos Ministros da Justiça e Negócios Interiores, da Educação e Cultura, das Relações Exteriores e da Indústria e Comércio;",urn:lex:br:federal:lei:1962-08-27;4117!art15_cpt_ali4
"ALI","lei_4117_19620827, Art. 15., caput, Alínea e",142,143,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 15. O Conselho Nacional de Telecomunicações terá um Presidente de livre nomeação do Presidente da República e será constituído: ] e) de 3 (três) representantes dos 3 (três) maiores partidos políticos, segundo a respectiva representação na Câmara dos Deputados no início da legislatura, indicados pela direção nacional de cada agremiação. (Alínea vetada pelo Presidente da República e mantida pelo Congresso Nacional, em 17.12.1962)",urn:lex:br:federal:lei:1962-08-27;4117!art15_cpt_ali5
"ALI","lei_4117_19620827, Art. 15., caput, Alínea f",144,145,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 15. O Conselho Nacional de Telecomunicações terá um Presidente de livre nomeação do Presidente da República e será constituído: ] f) do diretor da empresa pública que terá a seu cargo a exploração dos troncos do Sistema Nacional de Telecomunicações e serviços correlatos, o qual pode ser representado por pessoa escolhida entre os membros de seu Gabinete ou Diretores da empresa; (Expressões “dos troncos” e “pessoa escolhida entre os membros de seu Gabinete ou” vetadas pelo Presidente da República e mantidas pelo Congresso Nacional, em 17.12.1962)",urn:lex:br:federal:lei:1962-08-27;4117!art15_cpt_ali6
"ALI","lei_4117_19620827, Art. 15., caput, Alínea g",146,147,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 15. O Conselho Nacional de Telecomunicações terá um Presidente de livre nomeação do Presidente da República e será constituído: ] g) do Diretor Geral do Departamento Nacional de Telecomunicações, sem direito a voto. (Alínea vetada pelo Presidente da República e mantida pelo Congresso Nacional, em 17.12.1962)",urn:lex:br:federal:lei:1962-08-27;4117!art15_cpt_ali7
"ALI","lei_4117_19620827, Art. 29., caput, Alínea a",246,247,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] a) elaborar o seu Regimento Interno;",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali1
"ALI","lei_4117_19620827, Art. 29., caput, Alínea b",248,249,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] b) organizar, na forma da lei os serviços de sua administração;",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali2
"ALI","lei_4117_19620827, Art. 29., caput, Alínea c",250,251,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] c) elaborar o plano nacional de telecomunicações e proceder à sua revisão, pelo menos, de cinco em cinco anos, para a devida apropriação pelo Congresso Nacional; (Expressão “para a devida apropriação pelo Congresso Nacional;” vetada pelo Presidente da República e mantida pelo Congresso Nacional, em 17.12.1962)",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali3
"ALI","lei_4117_19620827, Art. 29., caput, Alínea d",252,253,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] d) adotar medidas que assegurem a continuidade dos serviços de telecomunicações quando as concessões, autorizações ou permissões não forem renovadas ou tenham sido cassadas, e houver interesse público na continuação desses serviços;",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali4
"ALI","lei_4117_19620827, Art. 29., caput, Alínea e",254,255,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] e) promover, orientar e coordenar o desenvolvimento das telecomunicações, bem como a constituição, organização, articulação e expansão dos serviços públicos de telecomunicações; (Expressões “promover” e “bem como a constituição, organização, articulação e expansão dos serviços públicos de telecomunicações;” vetadas pelo Presidente da República e mantidas pelo Congresso Nacional, em 17.12.1962)",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali5
"ALI","lei_4117_19620827, Art. 29., caput, Alínea f",256,257,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] f) estabelecer as prioridades previstas no art. 9º, § 2º, desta lei.; (Alínea vetada pelo Presidente da República e mantida pelo Congresso Nacional, em 17.12.1962)",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali6
"ALI","lei_4117_19620827, Art. 29., caput, Alínea g",258,259,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] g) propor ou promover as medidas adequadas à execução da presente lei;",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali7
"ALI","lei_4117_19620827, Art. 29., caput, Alínea h",260,261,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] h) fiscalizar o cumprimento das obrigações decorrentes das concessões, autorizações e permissões de serviços de telecomunicações e aplicar as sanções que estiverem na sua alçada;",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali8
"ALI","lei_4117_19620827, Art. 29., caput, Alínea i",262,263,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] i) rever os contratos de concessão ou atos de autorização ou permissão, por efeito da aprovação pelo Congresso, de atos internacionais;",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali9
"ALI","lei_4117_19620827, Art. 29., caput, Alínea j",264,265,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] j) fiscalizar as concessões, autorizações e permissões em vigor; opinar sobre a respectiva renovação e propor a declaração de caducidade e perempção;",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali10
"ALI","lei_4117_19620827, Art. 29., caput, Alínea l",266,267,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] l) estudar os temas a serem debatidos pelas delegações brasileiras, nas conferências e reuniões internacionais de telecomunicações, sugerindo e propondo diretrizes;",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali12
"ALI","lei_4117_19620827, Art. 29., caput, Alínea m",268,269,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] m) estabelecer normas para a padronização da escrita e contabilidade das empresas que explorem serviços de telecomunicação;",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali13
"ALI","lei_4117_19620827, Art. 29., caput, Alínea n",270,271,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] n) promover e superintender o tombamento dos bens e a perícia contábil das empresas concessionárias ou permissionárias de serviços de telecomunicação, e das empresas subsidiárias associadas ou dependentes delas, ou a elas vinculadas, inclusive das que sejam controladas por acionistas estrangeiros ou tenham como acionistas pessoas jurídicas com sede no estrangeiro, com o objetivo de determinação do investimento efetivamente realizado e do conhecimento de todos os elementos, que concorram para a emposição do custo do serviço, requisitando para esse fim os funcionários federais que possam contribuir para a apuração desses dados;",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali14
"ALI","lei_4117_19620827, Art. 29., caput, Alínea o",272,273,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] o) estabelecer normas técnicas dentro das leis e regulamentos em vigor, visando à eficiência e integração dos serviços no sistema nacional de telecomunicações;",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali15
"ALI","lei_4117_19620827, Art. 29., caput, Alínea p",274,275,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] p) propor ao Presidente da República o valor das taxas a serem pagas pela execução dos serviços concedidos, autorizados ou permitidos, e destinadas ao custeio do serviço de fiscalização;",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali16
"ALI","lei_4117_19620827, Art. 29., caput, Alínea q",276,277,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] q) cooperar para o desenvolvimento do ensino técnico profissional dos ramos pertinentes à telecomunicação;",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali17
"ALI","lei_4117_19620827, Art. 29., caput, Alínea r",278,279,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] r) promover e estimular o desenvolvimento de indústria de equipamentos de telecomunicações dando preferência àqueles cujo capital, na sua maioria, pertençam a acionistas brasileiros;",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali18
"ALI","lei_4117_19620827, Art. 29., caput, Alínea s",280,281,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] s) estabelecer ou aprovar normas técnicas e especificações a serem observadas na planificação da produção industrial e na fabricação de peças, aparelhos e equipamentos utilizados nos serviços de telecomunicações;",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali19
"ALI","lei_4117_19620827, Art. 29., caput, Alínea t",282,283,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] t) sugerir normas para censura nos serviços de telecomunicações, em caso de declaração de estado de sítio;",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali20
"ALI","lei_4117_19620827, Art. 29., caput, Alínea u",284,285,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] u) fiscalizar a execução dos convênios firmados pelo Governo brasileiro com outros países;",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali21
"ALI","lei_4117_19620827, Art. 29., caput, Alínea v",286,287,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] v) encaminhar à autoridade superior os recursos regularmente interpostos de seus atos, decisões ou resoluções;",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali22
"ALI","lei_4117_19620827, Art. 29., caput, Alínea x",288,289,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] x) outorgar ou renovar quaisquer permissões e autorizações de serviço de radiodifusão de caráter local (art. 33 § 5º) e opinar sobre a outorga ou renovação de concessões e autorizações (art. 34 §§ 1º e 3º);",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali24
"ALI","lei_4117_19620827, Art. 29., caput, Alínea z",290,291,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] z) estabelecer normas, fixar critérios e taxas para redistribuição de tarifa nos casos de tráfego mútuo entre as empresas de telecomunicações de todo o País;",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali26
"ALI","lei_4117_19620827, Art. 29., caput, Alínea aa",292,293,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] aa) expedir certificados de licença para o funcionamento das estações de radiocomunicação e radiodifusão uma vez verificado, em vistoria, o atendimento às condições técnicas exigidas;",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali27
"ALI","lei_4117_19620827, Art. 29., caput, Alínea ab",294,295,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] ab) estabelecer as quantificações necessárias ao desempenho de funções técnicas e operacionais pertinentes as telecomunicações, expedindo os certificados correspondentes;",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali28
"ALI","lei_4117_19620827, Art. 29., caput, Alínea ac",296,297,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] ac) solicitar a prestação de serviços de quaisquer repartições ou autarquias federais;",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali29
"ALI","lei_4117_19620827, Art. 29., caput, Alínea ad",298,299,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] ad) aplicar as penas de multa e suspensão à estação de radiodifusão que transmitir ou utilizar, total ou parcialmente, as emissões de estações congêneres sem prévia autorização;",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali30
"ALI","lei_4117_19620827, Art. 29., caput, Alínea ae",300,301,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] ae) fiscalizar, durante as retransmisões de radiodifusão, a declaração de prefixo ou indicativo e a localização da estação emissora e da estação de origem;",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali31
"ALI","lei_4117_19620827, Art. 29., caput, Alínea af",302,303,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] af) fiscalizar o cumprimento, por parte das emissoras de radiodifusão, das finalidades e obrigações de programação, definidas no art. 38;",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali32
"ALI","lei_4117_19620827, Art. 29., caput, Alínea ag",304,305,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] ag) estabelecer ou aprovar normas técnicas e especificações para a fabricação e uso de quaisquer instalações ou equipamentos elétricos que possam vir a causar interferências prejudiciais aos serviços de telecomunicações, incluindo-se nessa disposição as linhas de transmissão de energia e as estações e subestações transformadoras;",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali33
"ALI","lei_4117_19620827, Art. 29., caput, Alínea ah",306,307,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] ah) propor ao Presidente do Conselho a imposição das penas da competência do Conselho; ai)opinar sobre a aplicação da pena de cassação ou de suspensão, quando fundada em motivos de ordem técnica;",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali34
"ALI","lei_4117_19620827, Art. 29., caput, Alínea aj",308,309,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] aj) propor, em parecer fundamentado, a declaração da caducidade ou perempção, da concessão, autorização ou permissão;",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali36
"ALI","lei_4117_19620827, Art. 29., caput, Alínea al",310,311,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] al) opinar sobre os atos internacionais de natureza administrativa, antes de sua aprovação pelo Presidente da República (artigo 3º); (Expressão “de natureza administrativa, antes de sua aprovação pelo Presidente da República (artigo 3º)” vetada pelo Presidente da República e mantida pelo Congresso Nacional, em 17.12.1962)",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali38
"ALI","lei_4117_19620827, Art. 29., caput, Alínea am",312,313,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 29. Compete ao Conselho Nacional de Telecomunicações: ] am) aprovar as especificações das redes telefônicas de exploração ou concessão estadual ou municipal.",urn:lex:br:federal:lei:1962-08-27;4117!art29_cpt_ali39
"ALI","lei_4117_19620827, Art. 33., § 1º, Alínea a",340,341,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 33. § 1º Na atribuição de freqüência para a execução dos serviços de telecomunicações serão levadas em consideração: ] a) o emprego ordenado e econômico do spectrum eletromagnético;",urn:lex:br:federal:lei:1962-08-27;4117!art33_par1_ali1
"ALI","lei_4117_19620827, Art. 33., § 1º, Alínea b",342,343,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 33. § 1º Na atribuição de freqüência para a execução dos serviços de telecomunicações serão levadas em consideração: ] b) as consignações de freqüências anteriormente feitas, objetivando, evitar interferência prejudicial.",urn:lex:br:federal:lei:1962-08-27;4117!art33_par1_ali2
"ALI","lei_4117_19620827, Art. 34., caput, Alínea a",358,359,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 34. As novas concessões ou permissões para o serviço de radiodifusão serão precedidas de edital, publicado com sessenta dias de antecedência pelo órgão competente do Poder Executivo, convidando as entidades interessadas a apresentar suas propostas em prazo determinado. (“Caput” do artigo com redação dada pela Lei nº 13.424, de 28.3.2017) ] a) (Revogada pela Lei nº 13.424, de 28.3.2017)",urn:lex:br:federal:lei:1962-08-27;4117!art34_cpt_ali1
"ALI","lei_4117_19620827, Art. 34., caput, Alínea b",360,361,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 34. As novas concessões ou permissões para o serviço de radiodifusão serão precedidas de edital, publicado com sessenta dias de antecedência pelo órgão competente do Poder Executivo, convidando as entidades interessadas a apresentar suas propostas em prazo determinado. (“Caput” do artigo com redação dada pela Lei nº 13.424, de 28.3.2017) ] b) (Revogada pela Lei nº 13.424, de 28.3.2017)",urn:lex:br:federal:lei:1962-08-27;4117!art34_cpt_ali2
"ALI","lei_4117_19620827, Art. 34., caput, Alínea c",362,363,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 34. As novas concessões ou permissões para o serviço de radiodifusão serão precedidas de edital, publicado com sessenta dias de antecedência pelo órgão competente do Poder Executivo, convidando as entidades interessadas a apresentar suas propostas em prazo determinado. (“Caput” do artigo com redação dada pela Lei nº 13.424, de 28.3.2017) ] c) (Revogada pela Lei nº 13.424, de 28.3.2017)",urn:lex:br:federal:lei:1962-08-27;4117!art34_cpt_ali3
"ALI","lei_4117_19620827, Art. 38., caput, Alínea a",396,397,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 38. Nas concessões, permissões ou autorizações para explorar serviços de radiodifusão, serão observados, além de outros requisitos, os seguintes preceitos e cláusulas: (“Caput” do artigo com redação dada pela Lei nº 10.610, de 23.12.2002) ] a) pelo menos 70% (setenta por cento) do capital total e do capital votante deverá pertencer, direta ou indiretamente, a brasileiros natos ou naturalizados há mais de dez anos, que exercerão obrigatoriamente a gestão das atividades e estabelecerão o conteúdo da programação; (Alínea com redação dada pela Lei nº 13.424, de 28.3.2017)",urn:lex:br:federal:lei:1962-08-27;4117!art38_cpt_ali1
"ALI","lei_4117_19620827, Art. 38., caput, Alínea b",398,399,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 38. Nas concessões, permissões ou autorizações para explorar serviços de radiodifusão, serão observados, além de outros requisitos, os seguintes preceitos e cláusulas: (“Caput” do artigo com redação dada pela Lei nº 10.610, de 23.12.2002) ] b) ao órgão competente do Poder Executivo incumbe divulgar ativamente, de forma atualizada, as informações relativas à composição societária e receber, quando solicitado, nos termos regulamentares, as alterações contratuais ou estatutárias acompanhadas dos documentos que comprovem atendimento à legislação em vigor; (Alínea com redação dada pela Lei nº 15.182, de 30.7.2025)",urn:lex:br:federal:lei:1962-08-27;4117!art38_cpt_ali2
"ALI","lei_4117_19620827, Art. 38., caput, Alínea c",400,401,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 38. Nas concessões, permissões ou autorizações para explorar serviços de radiodifusão, serão observados, além de outros requisitos, os seguintes preceitos e cláusulas: (“Caput” do artigo com redação dada pela Lei nº 10.610, de 23.12.2002) ] c) a transferência da concessão ou permissão de uma pessoa jurídica para outra depende, para sua validade, de prévia anuência do órgão competente do Poder Executivo; (Alínea com redação dada pela Lei nº 13.424, de 28.3.2017)",urn:lex:br:federal:lei:1962-08-27;4117!art38_cpt_ali3
"ALI","lei_4117_19620827, Art. 38., caput, Alínea d",402,403,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 38. Nas concessões, permissões ou autorizações para explorar serviços de radiodifusão, serão observados, além de outros requisitos, os seguintes preceitos e cláusulas: (“Caput” do artigo com redação dada pela Lei nº 10.610, de 23.12.2002) ] d) os serviços de informação, divertimento, propaganda e publicidade das empresas de radiodifusão estão subordinadas às finalidades educativas e culturais inerentes à radiodifusão, visando aos superiores interesses do País; (Alínea com redação dada pela Lei nº 10.610, de 23.12.2002)",urn:lex:br:federal:lei:1962-08-27;4117!art38_cpt_ali4
"ALI","lei_4117_19620827, Art. 38., caput, Alínea e",404,405,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 38. Nas concessões, permissões ou autorizações para explorar serviços de radiodifusão, serão observados, além de outros requisitos, os seguintes preceitos e cláusulas: (“Caput” do artigo com redação dada pela Lei nº 10.610, de 23.12.2002) ] e) as emissoras de radiodifusão sonora são obrigadas a retransmitir, diariamente, no horário compreendido entre as dezenove horas e as vinte e duas horas, exceto aos sábados, domingos e feriados, o programa oficial de informações dos Poderes da República, ficando reservados sessenta minutos ininterruptos, assim distribuídos: vinte e cinco minutos para o Poder Executivo, cinco minutos para o Poder Judiciário, dez minutos para o Senado Federal e vinte minutos para a Câmara dos Deputados; (Alínea com redação dada pela Lei nº 13.644, de 4.4.2018)",urn:lex:br:federal:lei:1962-08-27;4117!art38_cpt_ali5
