Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"ALI","lei_4117_19620827, Art. 38., caput, Alínea f",406,407,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 38. Nas concessões, permissões ou autorizações para explorar serviços de radiodifusão, serão observados, além de outros requisitos, os seguintes preceitos e cláusulas: (“Caput” do artigo com redação dada pela Lei nº 10.610, de 23.12.2002) ] f) as empresas, não só através da seleção de seu pessoal, mas também das normas de trabalho observadas nas estações emissoras devem criar as condições mais eficazes para que se evite a prática de qualquer das infrações previstas na presente lei; (Alínea com redação dada pela Lei nº 10.610, de 23.12.2002)",urn:lex:br:federal:lei:1962-08-27;4117!art38_cpt_ali6
"ALI","lei_4117_19620827, Art. 38., caput, Alínea g",408,409,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 38. Nas concessões, permissões ou autorizações para explorar serviços de radiodifusão, serão observados, além de outros requisitos, os seguintes preceitos e cláusulas: (“Caput” do artigo com redação dada pela Lei nº 10.610, de 23.12.2002) ] g) a mesma pessoa não poderá participar da administração ou da gerência de mais de uma concessionária, permissionária ou autorizada do mesmo tipo de serviço de radiodifusão, na mesma localidade. (Alínea com redação dada pela Lei nº 10.610, de 23.12.2002)",urn:lex:br:federal:lei:1962-08-27;4117!art38_cpt_ali7
"ALI","lei_4117_19620827, Art. 38., caput, Alínea h",410,411,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 38. Nas concessões, permissões ou autorizações para explorar serviços de radiodifusão, serão observados, além de outros requisitos, os seguintes preceitos e cláusulas: (“Caput” do artigo com redação dada pela Lei nº 10.610, de 23.12.2002) ] h) as emissoras de radiodifusão, inclusive televisão, deverão cumprir sua finalidade informativa, destinando um mínimo de 5% (cinco por cento) de seu tempo para transmissão de serviço noticioso. (Alínea com redação dada pela Lei nº 10.610, de 23.12.2002)",urn:lex:br:federal:lei:1962-08-27;4117!art38_cpt_ali8
"ALI","lei_4117_19620827, Art. 38., caput, Alínea i",412,413,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 38. Nas concessões, permissões ou autorizações para explorar serviços de radiodifusão, serão observados, além de outros requisitos, os seguintes preceitos e cláusulas: (“Caput” do artigo com redação dada pela Lei nº 10.610, de 23.12.2002) ] i) as concessionárias e permissionárias de serviços de radiodifusão deverão apresentar ao órgão do Poder Executivo expressamente definido pelo Presidente da República, quando solicitado, e aos órgãos de registro comercial ou de registro civil de pessoas jurídicas declaração com a composição de seu capital social, incluindo a nomeação dos brasileiros natos ou naturalizados há mais de 10 (dez) anos titulares, direta ou indiretamente, de pelo menos 70% (setenta por cento) do capital total e do capital votante; (Alínea acrescida pela Lei nº 10.610, de 23.12.2002, e com redação dada pela Lei nº 15.182, de 30.7.2025)",urn:lex:br:federal:lei:1962-08-27;4117!art38_cpt_ali9
"ALI","lei_4117_19620827, Art. 38., caput, Alínea j",414,415,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 38. Nas concessões, permissões ou autorizações para explorar serviços de radiodifusão, serão observados, além de outros requisitos, os seguintes preceitos e cláusulas: (“Caput” do artigo com redação dada pela Lei nº 10.610, de 23.12.2002) ] j) declaração de que nenhum dos dirigentes e sócios da entidade se encontra condenado em decisão transitada em julgado ou proferida por órgão judicial colegiado nos ilícitos previstos nas alíneas b, c, d, e, f, g, h, i, j, k, l, m, n, o, p e q do inciso I do art. 1º da Lei Complementar nº 64, de 18 de maio de 1990. (Alínea acrescida pela Lei nº 13.424, de 28.3.2017)",urn:lex:br:federal:lei:1962-08-27;4117!art38_cpt_ali10
"ALI","lei_4117_19620827, Art. 38., caput, Alínea k",416,417,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 38. Nas concessões, permissões ou autorizações para explorar serviços de radiodifusão, serão observados, além de outros requisitos, os seguintes preceitos e cláusulas: (“Caput” do artigo com redação dada pela Lei nº 10.610, de 23.12.2002) ] k) as concessionárias e permissionárias poderão transferir, comercializar ou ceder o tempo total de programação para a veiculação de produção independente, desde que mantenham sob seu controle a regra legal de limitação de publicidade comercial e a qualidade do conteúdo da programação produzido por terceiro para que atenda ao disposto na alínea ""d"" deste caput, além de responsabilizarem-se perante o poder concedente por eventuais irregularidades que este vier a constatar na execução da programação; (Alínea acrescida pela Lei nº 14.408, de 12.7.2022)",urn:lex:br:federal:lei:1962-08-27;4117!art38_cpt_ali11
"ALI","lei_4117_19620827, Art. 38., caput, Alínea l",418,419,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 38. Nas concessões, permissões ou autorizações para explorar serviços de radiodifusão, serão observados, além de outros requisitos, os seguintes preceitos e cláusulas: (“Caput” do artigo com redação dada pela Lei nº 10.610, de 23.12.2002) ] l) as concessionárias e permissionárias não poderão transferir, comercializar ou ceder a gestão total ou parcial da execução do serviço de radiodifusão sonora e de sons e imagens. (Alínea acrescida pela Lei nº 14.408, de 12.7.2022)",urn:lex:br:federal:lei:1962-08-27;4117!art38_cpt_ali12
"ALI","lei_4117_19620827, Art. 38., caput, Alínea m",420,421,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 38. Nas concessões, permissões ou autorizações para explorar serviços de radiodifusão, serão observados, além de outros requisitos, os seguintes preceitos e cláusulas: (“Caput” do artigo com redação dada pela Lei nº 10.610, de 23.12.2002) ] m) as concessionárias do serviço de radiodifusão de sons e imagens e seus ancilares deverão inserir em suas programações os recursos de acessibilidade para pessoas com deficiência, conforme regulamentação do Poder Executivo. (Alínea acrescida pela Lei nº 15.182, de 30.7.2025)",urn:lex:br:federal:lei:1962-08-27;4117!art38_cpt_ali13
"ALI","lei_4117_19620827, Art. 42., § 1º, Alínea a",464,465,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 42. § 1º A entidade a que se refere este artigo ampliará progressivamente seus encargos, de acordo com as diretrizes elaboradas pelo Conselho Nacional de Telecomunicações, mediante: ] a) transferência, por decreto do Poder Executivo, de serviços hoje executados pelo Departamento dos Correios e Telégrafos;",urn:lex:br:federal:lei:1962-08-27;4117!art42_par1_ali1
"ALI","lei_4117_19620827, Art. 42., § 1º, Alínea b",466,467,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 42. § 1º A entidade a que se refere este artigo ampliará progressivamente seus encargos, de acordo com as diretrizes elaboradas pelo Conselho Nacional de Telecomunicações, mediante: ] b) incorporação de serviços hoje explorados mediante concessão ou autorização, à medida que estas sejam extintas;",urn:lex:br:federal:lei:1962-08-27;4117!art42_par1_ali2
"ALI","lei_4117_19620827, Art. 42., § 1º, Alínea c",468,469,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 42. § 1º A entidade a que se refere este artigo ampliará progressivamente seus encargos, de acordo com as diretrizes elaboradas pelo Conselho Nacional de Telecomunicações, mediante: ] c) desapropriação de serviços existentes, na forma da legislação vigente. (Alínea vetada pelo Presidente da República e mantida pelo Congresso Nacional, em 17.12.1962)",urn:lex:br:federal:lei:1962-08-27;4117!art42_par1_ali3
"ALI","lei_4117_19620827, Art. 42., § 5º, Alínea a",478,479,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 42. § 5º Os recursos da nova entidade serão constituídos: ] a) das tarifas cobradas pela prestação de seus serviços;",urn:lex:br:federal:lei:1962-08-27;4117!art42_par5_ali1
"ALI","lei_4117_19620827, Art. 42., § 5º, Alínea b",480,481,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 42. § 5º Os recursos da nova entidade serão constituídos: ] b) dos recursos do Fundo Nacional de Telecomunicações criado no art. 51 desta lei, cuja aplicação obedecerá ao Plano Nacional de Telecomunicações elaborado pelo Conselho Nacional de Telecomunicações e aprovado por decreto do Presidente da República;",urn:lex:br:federal:lei:1962-08-27;4117!art42_par5_ali2
"ALI","lei_4117_19620827, Art. 42., § 5º, Alínea c",482,483,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 42. § 5º Os recursos da nova entidade serão constituídos: ] c) das dotações consignadas no Orçamento Geral da União;",urn:lex:br:federal:lei:1962-08-27;4117!art42_par5_ali3
"ALI","lei_4117_19620827, Art. 42., § 5º, Alínea d",484,485,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 42. § 5º Os recursos da nova entidade serão constituídos: ] d) do produto de operações de crédito, juros de depósitos bancários, rendas de bens patrimoniais, venda de materiais inservíveis ou de bens patrimoniais.",urn:lex:br:federal:lei:1962-08-27;4117!art42_par5_ali4
"ALI","lei_4117_19620827, Art. 53., caput, Alínea a",546,547,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 53. Constitui abuso, no exercício de liberdade da radiodifusão, o emprego desse meio de comunicação para a prática de crime ou contravenção previstos na legislação em vigor no país, inclusive: ] a) incitar a desobediência às leis ou decisões judiciárias;",urn:lex:br:federal:lei:1962-08-27;4117!art53_cpt_ali1
"ALI","lei_4117_19620827, Art. 53., caput, Alínea b",548,549,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 53. Constitui abuso, no exercício de liberdade da radiodifusão, o emprego desse meio de comunicação para a prática de crime ou contravenção previstos na legislação em vigor no país, inclusive: ] b) divulgar segredos de Estado ou assuntos que prejudiquem a defesa nacional;",urn:lex:br:federal:lei:1962-08-27;4117!art53_cpt_ali2
"ALI","lei_4117_19620827, Art. 53., caput, Alínea c",550,551,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 53. Constitui abuso, no exercício de liberdade da radiodifusão, o emprego desse meio de comunicação para a prática de crime ou contravenção previstos na legislação em vigor no país, inclusive: ] c) ultrajar a honra nacional;",urn:lex:br:federal:lei:1962-08-27;4117!art53_cpt_ali3
"ALI","lei_4117_19620827, Art. 53., caput, Alínea d",552,553,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 53. Constitui abuso, no exercício de liberdade da radiodifusão, o emprego desse meio de comunicação para a prática de crime ou contravenção previstos na legislação em vigor no país, inclusive: ] d) fazer propaganda de guerra ou de processos de subversão da ordem política e social;",urn:lex:br:federal:lei:1962-08-27;4117!art53_cpt_ali4
"ALI","lei_4117_19620827, Art. 53., caput, Alínea e",554,555,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 53. Constitui abuso, no exercício de liberdade da radiodifusão, o emprego desse meio de comunicação para a prática de crime ou contravenção previstos na legislação em vigor no país, inclusive: ] e) promover campanha discriminatória de classe, cor, raça ou religião;",urn:lex:br:federal:lei:1962-08-27;4117!art53_cpt_ali5
"ALI","lei_4117_19620827, Art. 53., caput, Alínea f",556,557,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 53. Constitui abuso, no exercício de liberdade da radiodifusão, o emprego desse meio de comunicação para a prática de crime ou contravenção previstos na legislação em vigor no país, inclusive: ] f) insuflar a rebeldia ou a indisciplina nas forças armadas ou nas organizações de segurança pública;",urn:lex:br:federal:lei:1962-08-27;4117!art53_cpt_ali6
"ALI","lei_4117_19620827, Art. 53., caput, Alínea g",558,559,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 53. Constitui abuso, no exercício de liberdade da radiodifusão, o emprego desse meio de comunicação para a prática de crime ou contravenção previstos na legislação em vigor no país, inclusive: ] g) comprometer as relações internacionais do País;",urn:lex:br:federal:lei:1962-08-27;4117!art53_cpt_ali7
"ALI","lei_4117_19620827, Art. 53., caput, Alínea h",560,561,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 53. Constitui abuso, no exercício de liberdade da radiodifusão, o emprego desse meio de comunicação para a prática de crime ou contravenção previstos na legislação em vigor no país, inclusive: ] h) ofender a moral familiar pública, ou os bons costumes;",urn:lex:br:federal:lei:1962-08-27;4117!art53_cpt_ali8
"ALI","lei_4117_19620827, Art. 53., caput, Alínea i",562,563,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 53. Constitui abuso, no exercício de liberdade da radiodifusão, o emprego desse meio de comunicação para a prática de crime ou contravenção previstos na legislação em vigor no país, inclusive: ] i) caluniar, injuriar ou difamar os Poderes Legislativos, Executivo ou Judiciário ou os respectivos membros;",urn:lex:br:federal:lei:1962-08-27;4117!art53_cpt_ali9
"ALI","lei_4117_19620827, Art. 53., caput, Alínea j",564,565,"[ Institui o Código Brasileiro de Telecomunicações. | Art. 53. Constitui abuso, no exercício de liberdade da radiodifusão, o emprego desse meio de comunicação para a prática de crime ou contravenção previstos na legislação em vigor no país, inclusive: ] j) veicular notícias falsas, com perigo para ordem pública, econômica e social;",urn:lex:br:federal:lei:1962-08-27;4117!art53_cpt_ali10
